country,region,market,commodity,unit,date,latitude,longitude,hh_size,food_consumption_score,coping_strategy_index,livelihood_type,assistance_received,market_distance_km,shock_occurred,shock_type,import_dependency,vulnerability_index,availability_score,transport_cost_index,seasonality_index,exchange_rate,urban_rural,market_type,price_usd,local_price,infl_adj_price
Somalia,Horn of Africa,Market_339,Rice,kg,2023-02-01 12:18:00,-13.06424660441516,109.7247157144687,7,55.51730619934028,0,Casual labor,,0.9971204813912318,0,Drought,0.7953384758147776,0.37167699591170034,0.738467234281379,1.8323089525292182,0.4045540099317011,0.8123042306653312,Rural,WHOLESALE,2.858482402943574,,2.931162093283816
Kenya,West Africa,Market_426,Lentils,kg,2017-08-18 18:00:35,-15.541795247364156,46.512695382565525,10,38.401331366279045,0,casual labor,None,1.9315309733277557,0,Flood,0.8884121716995468,0.5206021658377681,0.675118987942828,2.407379602182906,0.673270696262356,1.0815732273498395,Rural,retail,3.6333297820339205,187.34642574564208,3.6270441187190747
Kenya,Middle East,Market_420,Chickpeas,kg,2023-07-15 03:27:26,-18.152611542124607,96.58133188502933,3,36.6308484836832,18,small business,Cash,14.175749262815842,0,Flood,0.33266900911097635,0.502182879079636,0.8016753350817829,1.430220797687425,0.30683293954377366,1.1104528735565884,RURAL,RETAIL,3.3305814571257284,203.41515359822,3.362429323629808
Somalia,East Africa,Market_266,Beans,kg,2020-12-01 21:08:38,0.09959980721566097,68.09988994599534,9,34.468914302090894,8,PASTORAL,Food,1.2226664892252463,0,Flood,0.6798033067155074,0.879000529754576,0.9156115461642196,2.317147244864251,0.4503721513263629,1.078565271016807,Urban,retail,3.866186047418794,201.18633857818963,3.942012152583074
South Sudan,West Africa,Market_187,Chickpeas,kg,2018-04-04 05:10:29,10.709346054829023,65.50369653939268,9,34.656507153468354,13,Agriculture,Cash,6.344761062376151,0,None,0.41860308022656056,0.41737280129943477,0.24048745623488738,2.0346259617899736,0.6094174731131428,1.3599002883617177,URBAN,Retail,3.7408263332040623,,3.722025425263142
Somalia,Middle East,Market_40,Millet,kg,2017-08-23 17:56:43,18.469382587708452,33.22118837195996,11,23.380168005636346,2,CASUAL LABOR,Food,8.701075093763663,0,,0.8358247216490214,0.46048479176506985,0.3994941026537133,2.52695131643872,0.06800949634902786,1.367530229997759,Rural,Retail,2.3859670955350007,160.97664959639508,2.3631621229063886
Yemen,Horn of Africa,Market_310,Vegetables,kg,2017-11-19 10:04:30,-9.30056203059852,116.5314373719044,8,31.018277331991545,29,Pastoral,None,4.780999903959245,0,Drought,0.9784647432703886,0.5757485580987538,0.8243934470331442,2.0432293429400445,0.25237583601571045,1.029289335646828,Urban,retail,1.9011944704631845,101.76262225091557,1.8248971967511514
South Sudan,South Asia,Market_493,Wheat Flour,kg,2023-02-08 01:30:33,-15.14510393634513,90.81916879337882,9,63.65116374339428,0,Pastoral,Cash,3.9096065491338265,0,None,0.2921595061775869,0.6652331020585931,0.938453570276709,1.7327991167292618,0.9632079802694322,1.365031218373284,rural,RETAIL,2.969781758675967,142.68337344897043,3.115588271259896
Kenya,Horn of Africa,Market_167,Beans,kg,2018-12-05 17:12:55,-3.897869073378047,83.1632062893673,8,20.87762137319705,4,Small Business,,4.42408690067361,0,Conflict,0.7627188559193819,0.0009637056840862135,0.949008732247328,1.2296124449289938,0.8559155170660128,1.327467621415381,urban,Wholesale,3.745304850630832,236.33270612774226,3.715069052817736
Nigeria,East Africa,Market_391,Palm Oil,kg,2023-02-27 07:22:38,-17.782387942213692,52.6049238565497,9,40.113948075756454,22,Small business,Food,4.310900268631183,0,Conflict,0.7705066271121044,0.651782561985705,0.3478868387498423,2.0300869369062626,0.9284054881718246,0.6276684030245412,rural,WHOLESALE,3.3588109119254637,231.55945048185058,3.3942527394006006
Bangladesh,Horn of Africa,Market_260,Wheat Flour,kg,2018-09-22 19:49:15,-6.745613931013633,89.26008626102492,4,36.9903656656228,5,Pastoral,None,5.752987234387791,0,None,0.4150793272387582,0.15221954743397803,0.2815428448935503,1.6236455119526811,0.03990336321986887,1.1300617113637519,rural,Wholesale,2.765871454132613,180.73184060050372,
Yemen,Horn of Africa,Market_143,Wheat Flour,kg,2020-04-29 23:51:51,5.723199619846415,115.1042512621382,4,36.19818049555352,19,Agriculture,None,1.8295678809154374,0,Drought,0.22884769772934138,0.9759233203847365,0.9451969653987702,2.7979537848167433,0.5641287758329684,0.7224314709715858,RURAL,Wholesale,2.8732078507803487,195.1589983623746,2.9084536145163917
Yemen,Horn of Africa,Market_204,Fish,kg,2021-02-26 15:26:55,-13.273359057055742,44.695897995251386,5,28.42572939029173,7,casual labor,Cash,12.817640519527613,0,Conflict,0.38715698715242375,0.3579270029075763,0.2531397873826598,1.4971946802065135,0.27751178657231057,1.1986624741379157,Urban,wholesale,4.5489231902241904,270.8725899619279,4.648349645866426
Afghanistan,Horn of Africa,Market_176,Beans,kg,2018-09-29 00:57:34,5.275070040275658,118.54277560070663,7,17.20568060716445,30,casual labor,None,11.415135382164884,0,Conflict,0.2509132547421382,0.4818139783948412,0.729667319018064,2.596872804271286,0.8449340855626852,0.7001509879847949,Rural,wholesale,3.1676857694377323,129.86552207182743,3.2470075459489345
Kenya,East Africa,Market_262,Vegetables,kg,2019-10-20 22:54:11,18.877961503528596,68.46864066946159,9,41.34876596993116,14,small business,Food,0.608149692284673,0,None,0.8951667041271643,0.06828611331094936,0.5190346147783969,1.9297174831588675,0.5971245048203335,0.630763520538078,RURAL,Retail,2.2591237361216776,103.97788358477153,
Kenya,Middle East,Market_252,Tomato,kg,2019-10-04 10:22:25,14.567996780079596,118.04062070550192,4,30.189760303442846,25,Agriculture,Food,11.442814990237274,1,Drought,0.8445069146122337,0.8721602468349734,0.4228756756941057,1.025810255287759,0.18956945254997537,1.3712614706379989,Urban,Wholesale,2.8707851995220857,134.83797450676104,2.8445517814622203
Ethiopia,West Africa,Market_329,Sugar,kg,2022-01-25 23:12:46,-5.726605816680493,87.04808015925843,7,39.02911023513938,32,agriculture,None,12.438010851136475,0,None,0.7885725519083753,0.247568604936244,0.4187236037394424,1.5351764192115058,0.06895735512321532,0.6714402165067532,Urban,wholesale,2.3819526330214558,111.50024975239928,2.3478645092641277
Yemen,South Asia,Market_419,Rice,kg,2020-07-31 23:58:18,-3.140148662291793,59.16961076050337,6,29.036214960042063,38,Pastoral,Cash,13.838102876530181,0,None,0.7825778713516245,0.3065024055662766,0.48714253981659916,2.83337659096705,0.7020204004940063,1.102994947519646,urban,WHOLESALE,2.7310914053928417,132.38113661773102,2.7265981159202215
Ethiopia,West Africa,Market_200,Sugar,kg,2017-10-16 15:14:01,-3.2271719887628976,63.699957520783634,9,44.130432518220395,31,Pastoral,,9.232925705605982,0,None,0.45977023549993146,0.6207644773441369,0.49007089192325015,1.6178044693837286,0.9296956857827574,0.45515120560405053,Urban,Retail,2.571503041494454,113.85356449990275,2.6476128080961367
Ethiopia,West Africa,Market_199,Onion,kg,2020-05-25 02:23:39,14.396035615326461,56.149934440644515,9,37.24558727582,0,SMALL BUSINESS,Cash,12.807263851507084,0,None,0.9162854827133607,0.007600341417295486,0.8522846117730527,2.174287673762829,0.32044844837349973,0.8997913704111085,RURAL,Retail,1.5078310367930596,83.55184170179524,1.5181509385765966
Bangladesh,South Asia,Market_196,Wheat Flour,kg,2017-11-06 05:34:46,19.753082889154967,60.12993370048001,9,40.216287230602234,4,SMALL BUSINESS,Food,11.410655023020215,0,Drought,0.8292685368302202,0.9907858428600269,0.6253521701906346,2.160951170348402,0.4331937740592996,0.9160675879588813,rural,Retail,3.343638733015067,204.18625006204715,3.4885549689827586
Ethiopia,East Africa,Market_314,Millet,kg,2020-01-01 06:18:21,13.035827272382974,88.1882279131473,5,44.042851945457826,21,Casual Labor,None,0.47864182393736454,0,Drought,0.9153988004037894,0.5074215067242156,0.953213644622229,2.319404120249069,0.7329385215931818,1.1530182205501625,Urban,Wholesale,2.5373789156031927,,2.5467445539415823
South Sudan,South Asia,Market_77,Lentils,kg,2022-01-09 20:00:35,2.3247271239228766,31.494459516738356,3,38.070436099299876,30,PASTORAL,Food,12.184273372932326,0,Flood,0.5493022127632375,0.834492089051347,0.7115668203112138,2.901056831043377,0.5910268035206617,1.0844222104962737,Urban,Wholesale,3.79686595160236,212.459786814661,3.6752540999775967
Somalia,East Africa,Market_19,Sunflower Oil,kg,2023-08-01 21:25:09,-16.10535836900467,117.08680428833864,6,28.546959950206997,4,Small business,Cash,8.757149356058544,0,None,0.35534687087309536,0.9071069298712576,0.5266471291075062,,0.6186115340354239,1.0357645336456813,Rural,wholesale,3.432053239183391,143.8648480794782,3.5796480927683736
Nigeria,West Africa,Market_62,Onion,kg,2019-11-09 06:19:35,18.179365946382752,99.16752494979869,2,48.27725005888134,7,PASTORAL,None,9.793280975814687,0,None,0.6837225459774747,0.0004276967739205162,0.6259898226785571,2.122171189838637,0.264150813529751,0.6847915973221663,Urban,Retail,1.7955625967173887,104.85578314002802,1.8098937235694557
Kenya,East Africa,Market_327,Onion,kg,2019-06-07 19:31:50,14.4018320087227,114.69083655492638,7,60.24989657366528,5,AGRICULTURE,Cash,13.28548190204776,0,None,0.7140097490440893,0.4282025151289851,0.9515330104460462,2.8261448487402925,0.10584317581445557,0.8331927676225583,Rural,Wholesale,1.810745086697706,110.25178465807575,1.8233796656338943
South Sudan,Middle East,Market_394,Millet,kg,2020-06-06 08:38:04,13.656433949484573,94.57887546261708,7,42.45067138935273,9,CASUAL LABOR,Cash,0.25533187889264164,0,None,0.7356986276417619,0.8897423277081615,0.8675403581087531,2.548989284227695,0.4721096782993147,0.9964755691427835,rural,retail,2.3429007583441663,132.43035799270288,2.362891628196408
Nigeria,South Asia,Market_281,Milk,kg,2020-07-27 09:31:25,-4.327284227471676,73.29302926653638,2,5.0,39,pastoral,Food,1.707609718886901,0,None,0.44873431505620265,0.6925330201896339,0.939510539231436,1.5084948846994517,0.5535219997090163,0.7948065057713776,URBAN,retail,2.0599022456692677,138.27608816474927,2.03901149421608
Yemen,Middle East,Market_428,Salt,kg,2021-03-25 05:26:30,-2.1131448559801846,47.07547099920386,6,27.792818047542475,37,Pastoral,Cash,8.649560056699471,0,None,0.5640680695722645,0.7392298775213163,0.7661848181572422,1.4716508078369488,0.7701955147503934,1.2817435519995912,RURAL,RETAIL,4.561882854012543,102.74002828039762,1.6155162576066873
Yemen,West Africa,Market_250,Tomato,kg,2022-08-29 10:00:21,-15.213528916997369,76.46893927873012,4,35.45817552103872,15,Pastoral,None,6.203670154638868,0,None,0.20042853211949282,0.551479889393262,0.7060905794822614,2.699770567442446,0.07906965228119822,1.3118118678386725,Urban,Retail,2.1929800369609476,120.0794376856246,2.0988944781836643
Yemen,South Asia,Market_227,Sorghum,kg,2018-04-26 21:56:58,17.51491934867755,94.05259947814703,7,33.34818728165083,27,agriculture,None,6.328799621914965,0,Drought,0.6401237556368832,0.9761597280295304,0.39644499947807266,1.2467094003783599,0.1886659238898638,0.9090885617897901,Rural,WHOLESALE,1.818815322699451,94.40192507449338,1.7917257309698533
South Sudan,West Africa,Market_127,Salt,kg,2019-06-21 19:37:55,17.729374530665694,106.87644275845179,8,19.231294166505098,0,Casual Labor,Cash,4.751855355948285,0,,0.5179598330068371,0.10322614386945694,0.4824638310432904,1.3646594443735705,0.2266709433127383,0.5176156356242778,URBAN,WHOLESALE,0.9477098168325655,43.19070770616544,0.9519244649228098
South Sudan,Middle East,Market_58,Milk,kg,2018-01-10 10:34:59,-9.82234928557082,59.17179820613863,10,28.869568859813032,17,AGRICULTURE,None,12.296276473064857,0,Drought,0.27113385598485235,0.8702036676251002,0.2463743385079459,2.4026105014646397,0.5453658223915632,0.641125861556304,Rural,Wholesale,2.2420290833153524,127.90134665236913,2.248849989472404
Kenya,West Africa,Market_409,Sugar,kg,2021-11-30 20:52:58,7.840312438935083,75.94327170690556,11,37.573402380182756,38,pastoral,,1.6430516065997485,0,Flood,0.5434872147853226,0.6777419350138819,0.6605691196859216,1.3670530077714207,0.41261034711857836,1.3433209976158769,RURAL,retail,3.038490013944864,,3.0565479971049703
Somalia,South Asia,Market_477,Wheat Flour,kg,2022-04-02 15:20:52,-11.860410503450542,85.79827766235238,1,40.48006709246375,38,Casual labor,None,8.041265909913797,0,None,0.41334151016110776,0.5477384417006586,0.7116445061380792,2.7150796131414685,0.7058285930262655,1.1987021123644395,Rural,retail,3.3367468344820583,201.34043755534313,
Afghanistan,South Asia,Market_376,Goat Meat,kg,2023-03-02 17:41:28,-4.28211678527286,82.97335336022589,5,37.756003808231505,36,pastoral,Food,6.927450539247409,0,None,0.6890971245609722,0.6689659820536465,0.8005989774555153,1.396306191909183,0.8606158761576409,1.1231788408387176,urban,RETAIL,4.74298960099199,197.7248044817788,4.564330100336082
Ethiopia,West Africa,Market_204,Fish,kg,2023-05-10 18:59:38,-7.904745116609169,34.713549909965906,9,,10,Casual labor,None,8.31455265302878,1,None,0.8266837731992612,0.7841009332511736,0.8848334656661634,1.5443128807847442,0.6218094730562854,0.7757285573327835,Urban,WHOLESALE,5.61433381990083,357.6512819175673,5.847764503863557
Yemen,South Asia,Market_243,Maize,kg,2019-09-07 04:11:07,-4.416360092109235,73.50544492884208,2,23.141759157455812,2,SMALL BUSINESS,None,0.8533469456390251,0,Flood,0.4685275381320516,0.18524327484517478,0.4362180066434824,2.0478041538754557,0.8712449829097029,0.7528994234263786,Rural,wholesale,2.364821525130994,142.63865103648135,2.389701987424919
Bangladesh,South Asia,Market_367,Vegetables,kg,2023-03-25 05:24:40,-7.641091658292801,102.812817651565,4,31.90536521285757,28,agriculture,None,10.13904513326726,0,,0.8503520141593103,0.2206704124085085,0.34169570015821354,2.2120651164762455,0.658106801182094,0.9577154955317421,rural,WHOLESALE,2.30262709402379,107.79618426413165,2.189824830033628
Somalia,West Africa,Market_424,Sugar,kg,2019-12-30 04:47:52,-6.188346973694859,102.20734551374353,8,31.989807413745712,3,Agriculture,,0.3014777211354265,0,Conflict,0.2565248333602979,0.24495318808318745,0.2938768364448503,2.1154858522922924,0.5883660034127508,0.9643349774241433,urban,WHOLESALE,2.4220099222702673,165.5633326013128,2.3966846124412564
Bangladesh,Middle East,Market_332,Tomato,kg,2022-03-30 11:17:38,11.642410419023154,75.64279757101289,5,43.173564270149306,30,Pastoral,Cash,7.964675379745308,0,Drought,0.6721752632167464,0.3466239330177969,0.6342287439606125,1.936434504642038,0.5391413848663085,1.003552931370376,rural,Wholesale,2.045361165852228,89.13348521738052,1.9801069882036002
Kenya,South Asia,Market_326,Rice,kg,2023-06-20 11:55:32,-7.9989143362899195,115.7120744162194,8,23.45910182029971,10,Pastoral,None,4.056102116893633,0,None,0.48639980331935473,0.5659756392738302,0.4139230934508438,1.1442944842464535,0.5017266096721192,0.9739216891735284,Urban,Retail,2.31163896748759,,2.2901385448537392
Kenya,South Asia,Market_252,Wheat Flour,kg,2022-05-16 05:11:48,12.587818576544002,104.3607250136018,10,,29,PASTORAL,None,4.764457559546521,0,Flood,0.43862584441377195,0.9110037569198332,0.3574834270662307,2.1769870429917155,0.17009126283862497,0.7184721667664062,urban,wholesale,2.8095492622591824,178.98931030859438,2.8705891763643523
Kenya,South Asia,Market_394,Salt,kg,2021-10-18 11:29:53,2.716887145750281,96.35942146733814,10,37.15703111111708,14,Agriculture,Cash,11.102196980291708,1,Drought,0.3053765245617306,0.25415788796357386,0.6452618752439037,2.514800344428444,0.49279669987238717,0.5806213681377834,rural,Retail,2.0985876078366417,84.34019842730804,2.0536473438455416
Nigeria,South Asia,Market_322,Palm Oil,kg,2018-10-23 00:53:45,11.217790863276868,76.40407010685482,1,33.19272142749406,14,Small business,Cash,14.789705767608503,0,,0.31803363829771353,0.553407204007462,0.6810424402435192,1.9357028827476128,0.777138056547552,1.3707280333985614,RURAL,wholesale,3.1081985854251157,182.290488347537,3.0334880569470806
Bangladesh,West Africa,Market_376,Sugar,kg,2019-12-02 12:05:48,16.755626018138827,83.1608710325358,7,42.494143939964175,31,small business,None,7.1827159458765015,0,Drought,0.5124354739043859,0.9767163227495899,0.31223335344098635,1.5734601361567928,0.5467913557986261,0.49197744517314224,Rural,WHOLESALE,2.662639567373818,183.40796654710215,2.6326174504588504
Somalia,Middle East,Market_493,Tomato,kg,2023-01-31 07:18:56,-14.463001979686032,50.09116644733798,6,32.42388398442902,28,Agriculture,None,10.075761790950475,0,Flood,0.8545849461857676,0.6771042594169256,0.6191685449463826,1.2718234676776046,0.4276796278447711,1.2177692699376885,rural,Retail,1.9560151077380112,,1.8843765533037131
Afghanistan,Middle East,Market_409,Vegetables,kg,2020-02-20 06:46:57,-6.244389963119762,77.91662421397828,2,50.06613575100923,27,Casual Labor,Food,3.8020250161579074,0,Conflict,0.5963073637743161,0.4288741265758719,0.2751553652775601,1.654602437981089,,0.5969189249345839,urban,RETAIL,2.2134553838465965,111.52181780995019,2.3200254255647925
Somalia,East Africa,Market_199,Chickpeas,kg,2022-06-21 23:01:46,-17.777700167657482,77.34196312252186,7,46.51827241577607,20,SMALL BUSINESS,Cash,8.35467985279633,0,Drought,0.6150615707530899,0.0743245930486014,0.8303271540477901,,0.020376323336397606,1.3536158781853174,urban,retail,3.826499281537399,171.46657858160958,3.888252236608499
South Sudan,South Asia,Market_488,Palm Oil,kg,2019-10-27 23:38:54,-3.7235986036391147,48.248621721506154,3,29.778870993426317,37,small business,,1.5898419498604226,0,Flood,0.7412371819502671,0.3236973660013167,0.6695103908127079,1.7373171950860713,0.12671819103382687,0.8993533792757462,Rural,Retail,2.785171860989855,163.83625894219216,2.922087410949711
South Sudan,South Asia,Market_343,Sorghum,kg,2021-07-21 10:59:28,-10.503882771158167,115.6033472782736,4,56.63987169281626,38,Casual Labor,Cash,12.768486153796466,0,Drought,0.3620060796263542,0.32148277214841037,0.6775137636618778,2.4704673935166226,0.8955599545414085,0.7380587649014323,urban,wholesale,2.2888916819894254,129.88459920021964,2.288391596744003
Yemen,East Africa,Market_240,Salt,kg,2022-07-18 13:56:24,2.8671446143710426,52.02769340401198,11,14.057462276341099,10,casual labor,None,6.890237181664792,1,Flood,0.4423447791579952,0.6738276396804184,0.7734736409074212,1.5925299377927924,0.11911978908202148,1.3189274462227734,urban,Retail,3.184588752356693,199.6896357212608,3.3173183738177325
Afghanistan,Middle East,Market_139,Chickpeas,kg,2018-03-15 15:49:51,11.335594116094914,39.38002239361318,6,56.43932594946179,31,agriculture,Cash,5.485843827014973,0,,0.8633126059615119,0.17111779273426608,0.3723133687986331,1.2433220537888692,0.5565691372361148,0.7405254314218563,RURAL,WHOLESALE,3.699355541239565,167.60094618801918,3.7894018458249445
South Sudan,Horn of Africa,Market_122,Lentils,kg,2023-01-27 16:18:09,-0.5453608914845667,72.03082868681892,3,54.59301190028349,26,CASUAL LABOR,,7.749570133160654,0,,0.14654431500060996,0.4932871093988017,0.3497173226985568,2.7549554630991215,0.9194606286683867,0.9281154229173741,rural,retail,3.687405833513001,183.64364120627795,3.8374554146587503
Kenya,Horn of Africa,Market_420,Goat Meat,kg,2019-02-26 02:02:34,-6.655097722469527,91.7466184126191,1,24.823544829152546,23,PASTORAL,Food,13.702896740613308,0,None,0.562136153258655,0.399567899323201,0.4501886207087982,1.4179988641503314,0.6851341960933636,1.1998260478815035,rural,Wholesale,4.154260377406571,261.3868691516115,
Somalia,Middle East,Market_49,Palm Oil,kg,2018-06-23 10:10:39,-13.897745365214199,47.56366808023909,10,34.291565741070926,36,Pastoral,,11.669122633479535,0,None,0.5817589255825946,0.14029612628525379,0.6636602865162007,1.1613354483045113,0.44087258228607773,1.1473203688416302,Rural,Wholesale,3.1271175632265367,173.99870652495449,2.9850671646937004
Bangladesh,South Asia,Market_304,Fish,kg,2018-12-23 10:11:58,-18.926793966995852,46.46024218334736,1,24.56778827871962,0,Small Business,,2.3756079504345453,1,Flood,0.5968324618531309,0.8884704048606842,0.8597639776693224,1.7676386591347906,0.08117220919542845,1.295262642814066,Rural,Retail,4.590813394160754,210.12527663704296,4.53887316896051
Kenya,Horn of Africa,Market_115,Fish,kg,2021-08-15 11:51:47,7.1153204512649815,53.53232930293565,6,32.386333635377156,31,agriculture,,11.543215565473666,0,,0.7852793059527939,0.6212280809092733,0.9920086738201581,2.7041041902170795,0.20419271742528644,0.7674444579958126,Urban,retail,5.030925684897319,216.04205267985353,5.026428519062907
Nigeria,West Africa,Market_343,Salt,kg,2019-06-29 21:04:18,-18.77816825058037,57.24456492398148,4,54.4287201882599,0,Agriculture,Cash,5.953623397702697,0,Drought,0.5061771351386961,0.6735217876518989,0.8572934873787932,1.1920848502719241,0.7053890902574202,0.6039535722805808,urban,Retail,1.490089535815309,61.52596633035593,1.5024745861525253
South Sudan,West Africa,Market_251,Sorghum,kg,2022-05-06 01:31:25,16.833544516943824,52.158004750398405,7,36.04403669837332,33,casual labor,None,5.985722091176048,0,Drought,0.8593799063605165,0.3952621404060914,0.5940953047771136,1.3224171759217127,0.6921248893700909,0.8345580468113081,rural,Wholesale,2.564765105145983,116.62287390544753,2.608544903761856
Kenya,East Africa,Market_491,Salt,kg,2020-02-03 04:34:34,3.769201005936722,72.36287899436039,9,13.480186733913243,17,Small business,None,11.391356472427349,0,,0.4051722316138542,0.8377035928072483,0.6607715424427811,2.434464334510796,0.5852395732181965,1.0828768633934585,Rural,Wholesale,1.2826899858176022,82.23022864362783,
Kenya,Middle East,Market_7,Milk,kg,2022-09-09 05:45:07,-5.868187333914756,31.64367946104489,8,46.772652960306814,28,Small business,None,6.949239367858731,0,None,0.4055750317288609,0.9261911849881492,0.4265667705794977,1.6951581904574453,0.5223598916755006,0.6621248749769424,Rural,wholesale,2.439705711615795,103.96848692077043,2.3768817407248313
Nigeria,Middle East,Market_219,Goat Meat,kg,2021-01-06 14:29:14,-18.323456385689397,37.876502467788065,3,40.579918496869325,5,small business,None,1.1798351037427877,0,,0.9675513867669409,0.024753894427721468,0.3783880848808136,2.1334031180997663,0.2898807827524863,1.0776582679120934,Urban,Retail,4.115057881625015,173.07231036016898,4.291357705190441
Ethiopia,Horn of Africa,Market_77,Maize,kg,2021-03-26 07:19:57,-3.460537888383932,95.64280251533401,7,23.73255756433752,30,Agriculture,Cash,3.776863662559172,0,None,0.39199122933667696,0.4498373197993393,0.31375672126874676,1.743177808599561,0.6421809201992501,0.5697179254571125,Urban,Retail,2.1139027044775656,108.1043773959205,2.117786106654033
Somalia,South Asia,Market_179,Tomato,kg,2022-11-08 19:20:42,14.691981388340892,67.1105942213364,1,56.690863632311846,13,AGRICULTURE,None,13.429854166706898,0,Conflict,0.27289740563126996,0.67138779637968,0.6144224826236266,2.9496147998647153,0.9472510242571333,1.3943375677484462,Rural,Retail,2.5141358418852544,135.27574228827723,2.5712833788507528
Bangladesh,Middle East,Market_145,Beans,kg,2019-12-21 18:39:11,18.79293351412018,62.42854728232581,2,46.33051935444151,10,PASTORAL,Food,8.92004232309507,0,Drought,0.5966053276224388,0.836894045265616,0.3412148157449855,2.721600058639112,0.6550504075716566,0.9482758478832557,rural,Retail,3.6036468351690067,226.87835207886917,3.4645549568303626
Yemen,Horn of Africa,Market_416,Vegetables,kg,2023-03-05 12:09:26,-16.6028645878975,30.940030350063257,9,34.12500639259613,4,Casual Labor,None,12.94699253923769,0,Flood,0.9569762699359444,0.7880593144354083,0.2429800049201762,2.544931739747314,0.881906149691671,0.47761985338761337,URBAN,retail,3.0828075100145367,176.80904962177925,2.9806976820208257
Ethiopia,Horn of Africa,Market_154,Milk,kg,2021-01-11 05:26:49,11.085524298721413,56.839608916732004,10,40.94792085732082,21,agriculture,Food,4.646756316292149,0,Conflict,0.8013191756471497,0.9805521216918093,0.34403351635210844,2.33783102438513,0.7159214309973839,0.5181035294622327,Rural,Wholesale,2.3134316572446676,116.08144507972428,2.30918975406152
South Sudan,Middle East,Market_121,Beans,kg,2023-06-16 12:06:53,-9.665695395263683,103.90677378678512,8,,12,Small Business,Food,10.365421266387004,0,Drought,0.49255183662675983,0.7582395398166566,0.5085317309991486,2.0055372236032167,0.751972795295229,0.9903127605440916,Rural,RETAIL,3.7962231026843694,190.9739216566138,3.913510412765372
Kenya,Horn of Africa,Market_124,Palm Oil,kg,2019-11-12 09:01:53,-4.822524029291127,60.63305382212537,7,44.887032929973714,11,Casual Labor,Cash,11.800847704147113,0,Flood,0.5552507143258344,0.12511326926184663,0.3810128017835087,1.812592209966715,0.1300093649455606,0.9550742769121511,Urban,Wholesale,2.5141233836452743,128.4609433048956,2.5697235220196837
Afghanistan,East Africa,Market_150,Sunflower Oil,kg,2019-08-30 08:13:21,1.9069024196418596,116.73241081615355,11,20.108927853840175,3,Agriculture,None,2.825077524374178,0,None,0.9980903378944139,0.15937649975330037,0.3763308458091837,,0.09716803046703681,0.8136991674319354,Rural,Retail,3.1655944749581546,148.96468790372566,3.1005577521099483
Nigeria,East Africa,Market_397,Sunflower Oil,kg,2018-02-27 03:09:09,19.789150769166113,65.0963049188785,10,29.151884687975894,37,Small Business,None,0.44746003006516244,0,Flood,0.7469964986503779,0.9521775523904464,0.3975524278407654,2.365075047501133,0.31718678056353655,1.005713884139491,URBAN,Wholesale,3.1326268345554995,146.57022850269314,3.1969962312860183
Nigeria,Middle East,Market_381,Millet,kg,2022-08-31 06:30:18,-11.647404093628477,71.77160111561389,2,14.590261685005075,3,Small Business,Cash,9.552863430371117,0,None,0.19092932347167232,0.02424413556345506,0.9078927353081132,2.1281233150146854,0.37614713011114287,0.4979861074734546,rural,Wholesale,1.6222999861685166,106.48792203111928,1.6037413043925384
Afghanistan,South Asia,Market_268,Vegetables,kg,2017-08-06 23:24:14,-14.780064669085714,102.17185229779047,2,,29,casual labor,None,8.695587382156294,0,Flood,0.6488087526218604,0.3770460573745742,0.2661943768022485,1.1959508886498822,0.6377020903242453,0.5227042480449946,Urban,Retail,2.293570470424397,158.08598920802257,
Somalia,East Africa,Market_327,Sugar,kg,2020-01-09 14:27:10,3.7990794591802732,118.47218729272407,7,14.53601662374869,0,pastoral,Cash,0.6935119482259083,0,Drought,0.9478133295988529,0.43140674116329614,0.45773359518664947,2.3892277619841056,0.3975935271353984,0.6912853740306566,Rural,wholesale,2.395083086598765,102.56982583119229,2.2803108051297145
Ethiopia,East Africa,Market_1,Sugar,kg,2023-03-11 18:37:40,14.121959910324797,63.44371202352209,7,39.20744091011045,30,small business,Food,6.220780698027936,1,Flood,0.2737473316487819,0.25939061914797534,0.5158711563241214,2.058426128587704,0.31820185645614585,1.2242982527764081,Rural,Retail,3.990828327570395,242.16173205639763,3.8178414867933665
Yemen,Middle East,Market_161,Goat Meat,kg,2018-04-27 07:56:44,5.928631915147761,40.79424996315874,6,47.69830434707218,22,small business,Cash,8.494919595285634,0,Flood,0.7962601700903423,0.7300107198150688,0.4245117002534025,1.6743444651985269,0.9941424510530751,0.6395171369841626,urban,Wholesale,4.0143088636107604,161.1153350129562,3.999969368861622
Somalia,West Africa,Market_244,Wheat Flour,kg,2019-01-29 08:07:48,-6.096943948981735,77.07515680279315,10,36.19418435041474,13,small business,None,3.259931481938309,0,Drought,0.4734151460190481,0.8328393720741056,0.5046078052597571,1.4581406137657604,,1.1375266184534838,Rural,Wholesale,2.610047757499689,123.6499702774922,2.6718420896819968
Afghanistan,Horn of Africa,Market_375,Rice,kg,2022-08-13 19:40:19,19.07930271583549,83.25847754059679,5,22.669951381792316,34,small business,Cash,1.5384406877675911,0,Flood,0.22901311701798358,0.9563814790823159,0.703255793053883,2.276742761575389,0.06368374185653236,0.9785485870900926,Rural,Wholesale,2.1247896378767868,122.02596031375674,2.026071570766511
